meter_id,feeder_zone,area_name,timestamp,consumption_kwh,hour,day_of_week,is_weekend,is_peak_hour,rolling_avg_24h
MTR_0001,Zone_1,Rajajinagar,2026-04-01 18:00:00,0.554,18,2,0,1,0.2394736842105263
MTR_0001,Zone_1,Rajajinagar,2026-04-01 19:00:00,0.456,19,2,0,1,0.2503
MTR_0001,Zone_1,Rajajinagar,2026-04-01 20:00:00,0.443,20,2,0,1,0.25947619047619047
MTR_0001,Zone_1,Rajajinagar,2026-04-01 21:00:00,0.415,21,2,0,1,0.26654545454545453
MTR_0001,Zone_1,Rajajinagar,2026-04-01 22:00:00,0.411,22,2,0,1,0.2728260869565218
MTR_0001,Zone_1,Rajajinagar,2026-04-01 23:00:00,0.3,23,2,0,0,0.27395833333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-02 00:00:00,0.149,0,3,0,0,0.27658333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-02 01:00:00,0.107,1,3,0,0,0.2747916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-02 02:00:00,0.09,2,3,0,0,0.27233333333333337
MTR_0001,Zone_1,Rajajinagar,2026-04-02 03:00:00,0.129,3,3,0,0,0.270125
MTR_0001,Zone_1,Rajajinagar,2026-04-02 04:00:00,0.112,4,3,0,0,0.27020833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-02 05:00:00,0.136,5,3,0,0,0.27120833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-02 06:00:00,0.367,6,3,0,0,0.2718333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-02 07:00:00,0.395,7,3,0,0,0.27429166666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-02 08:00:00,0.32,8,3,0,0,0.2768333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-02 09:00:00,0.427,9,3,0,0,0.27708333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-02 10:00:00,0.383,10,3,0,0,0.2807916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-02 11:00:00,0.311,11,3,0,0,0.28591666666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-02 12:00:00,0.267,12,3,0,0,0.2871666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-02 13:00:00,0.297,13,3,0,0,0.29025
MTR_0001,Zone_1,Rajajinagar,2026-04-02 14:00:00,0.211,14,3,0,0,0.2896666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-02 15:00:00,0.185,15,3,0,0,0.29070833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-02 16:00:00,0.292,16,3,0,0,0.293375
MTR_0001,Zone_1,Rajajinagar,2026-04-02 17:00:00,0.232,17,3,0,0,0.29120833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-02 18:00:00,0.377,18,3,0,1,0.2838333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-02 19:00:00,0.398,19,3,0,1,0.28141666666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-02 20:00:00,0.387,20,3,0,1,0.27908333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-02 21:00:00,0.444,21,3,0,1,0.28029166666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-02 22:00:00,0.464,22,3,0,1,0.2825
MTR_0001,Zone_1,Rajajinagar,2026-04-02 23:00:00,0.297,23,3,0,0,0.282375
MTR_0001,Zone_1,Rajajinagar,2026-04-03 00:00:00,0.176,0,4,0,0,0.28350000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-03 01:00:00,0.17,1,4,0,0,0.286125
MTR_0001,Zone_1,Rajajinagar,2026-04-03 02:00:00,0.127,2,4,0,0,0.2876666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-03 03:00:00,0.108,3,4,0,0,0.28679166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-03 04:00:00,0.068,4,4,0,0,0.28495833333333337
MTR_0001,Zone_1,Rajajinagar,2026-04-03 05:00:00,0.186,5,4,0,0,0.2870416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-03 06:00:00,0.369,6,4,0,0,0.287125
MTR_0001,Zone_1,Rajajinagar,2026-04-03 07:00:00,0.359,7,4,0,0,0.285625
MTR_0001,Zone_1,Rajajinagar,2026-04-03 08:00:00,0.431,8,4,0,0,0.29025
MTR_0001,Zone_1,Rajajinagar,2026-04-03 09:00:00,0.337,9,4,0,0,0.2865
MTR_0001,Zone_1,Rajajinagar,2026-04-03 10:00:00,0.295,10,4,0,0,0.2828333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-03 11:00:00,0.27,11,4,0,0,0.281125
MTR_0001,Zone_1,Rajajinagar,2026-04-03 12:00:00,0.21,12,4,0,0,0.27875
MTR_0001,Zone_1,Rajajinagar,2026-04-03 13:00:00,0.253,13,4,0,0,0.27691666666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-03 14:00:00,0.301,14,4,0,0,0.2806666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-03 15:00:00,0.293,15,4,0,0,0.2851666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-03 16:00:00,0.324,16,4,0,0,0.28650000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-03 17:00:00,0.272,17,4,0,0,0.2881666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-03 18:00:00,0.591,18,4,0,1,0.2970833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-03 19:00:00,0.396,19,4,0,1,0.297
MTR_0001,Zone_1,Rajajinagar,2026-04-03 20:00:00,0.42,20,4,0,1,0.298375
MTR_0001,Zone_1,Rajajinagar,2026-04-03 21:00:00,0.435,21,4,0,1,0.298
MTR_0001,Zone_1,Rajajinagar,2026-04-03 22:00:00,0.374,22,4,0,1,0.29425
MTR_0001,Zone_1,Rajajinagar,2026-04-03 23:00:00,0.304,23,4,0,0,0.29454166666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-04 00:00:00,0.177,0,5,1,0,0.29458333333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-04 01:00:00,0.137,1,5,1,0,0.29320833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-04 02:00:00,0.112,2,5,1,0,0.29258333333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-04 03:00:00,0.068,3,5,1,0,0.29091666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-04 04:00:00,0.1,4,5,1,0,0.29224999999999995
MTR_0001,Zone_1,Rajajinagar,2026-04-04 05:00:00,0.17,5,5,1,0,0.2915833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-04 06:00:00,0.368,6,5,1,0,0.29154166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-04 07:00:00,0.358,7,5,1,0,0.2915
MTR_0001,Zone_1,Rajajinagar,2026-04-04 08:00:00,0.4,8,5,1,0,0.29020833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-04 09:00:00,0.43,9,5,1,0,0.2940833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-04 10:00:00,0.268,10,5,1,0,0.2929583333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-04 11:00:00,0.271,11,5,1,0,0.293
MTR_0001,Zone_1,Rajajinagar,2026-04-04 12:00:00,0.319,12,5,1,0,0.29754166666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-04 13:00:00,0.265,13,5,1,0,0.29804166666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-04 14:00:00,0.243,14,5,1,0,0.29562499999999997
MTR_0001,Zone_1,Rajajinagar,2026-04-04 15:00:00,0.287,15,5,1,0,0.295375
MTR_0001,Zone_1,Rajajinagar,2026-04-04 16:00:00,0.245,16,5,1,0,0.2920833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-04 17:00:00,0.24,17,5,1,0,0.29075
MTR_0001,Zone_1,Rajajinagar,2026-04-04 18:00:00,0.496,18,5,1,1,0.28679166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-04 19:00:00,0.425,19,5,1,1,0.288
MTR_0001,Zone_1,Rajajinagar,2026-04-04 20:00:00,0.318,20,5,1,1,0.28375
MTR_0001,Zone_1,Rajajinagar,2026-04-04 21:00:00,0.454,21,5,1,1,0.28454166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-04 22:00:00,0.42,22,5,1,1,0.2864583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-04 23:00:00,0.244,23,5,1,0,0.2839583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 00:00:00,0.156,0,6,1,0,0.28308333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-05 01:00:00,0.128,1,6,1,0,0.2827083333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 02:00:00,0.146,2,6,1,0,0.284125
MTR_0001,Zone_1,Rajajinagar,2026-04-05 03:00:00,0.044,3,6,1,0,0.283125
MTR_0001,Zone_1,Rajajinagar,2026-04-05 04:00:00,0.093,4,6,1,0,0.2828333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 05:00:00,0.2,5,6,1,0,0.28408333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-05 06:00:00,0.377,6,6,1,0,0.2844583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 07:00:00,0.302,7,6,1,0,0.282125
MTR_0001,Zone_1,Rajajinagar,2026-04-05 08:00:00,0.329,8,6,1,0,0.2791666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-05 09:00:00,0.333,9,6,1,0,0.275125
MTR_0001,Zone_1,Rajajinagar,2026-04-05 10:00:00,0.261,10,6,1,0,0.2748333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 11:00:00,0.237,11,6,1,0,0.27341666666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-05 12:00:00,0.227,12,6,1,0,0.26958333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-05 13:00:00,0.257,13,6,1,0,0.26925
MTR_0001,Zone_1,Rajajinagar,2026-04-05 14:00:00,0.278,14,6,1,0,0.27070833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-05 15:00:00,0.245,15,6,1,0,0.26895833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-05 16:00:00,0.231,16,6,1,0,0.268375
MTR_0001,Zone_1,Rajajinagar,2026-04-05 17:00:00,0.238,17,6,1,0,0.2682916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-05 18:00:00,0.453,18,6,1,1,0.2665
MTR_0001,Zone_1,Rajajinagar,2026-04-05 19:00:00,0.438,19,6,1,1,0.2670416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-05 20:00:00,0.473,20,6,1,1,0.2735
MTR_0001,Zone_1,Rajajinagar,2026-04-05 21:00:00,0.386,21,6,1,1,0.27066666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-05 22:00:00,0.403,22,6,1,1,0.26995833333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-05 23:00:00,0.292,23,6,1,0,0.27195833333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-06 00:00:00,0.11,0,0,0,0,0.2700416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-06 01:00:00,0.209,1,0,0,0,0.2734166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-06 02:00:00,0.21,2,0,0,0,0.2760833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 03:00:00,0.21,3,0,0,0,0.283
MTR_0001,Zone_1,Rajajinagar,2026-04-06 04:00:00,0.107,4,0,0,0,0.28358333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-06 05:00:00,0.15,5,0,0,0,0.28150000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-06 06:00:00,0.385,6,0,0,0,0.2818333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 07:00:00,0.45,7,0,0,0,0.288
MTR_0001,Zone_1,Rajajinagar,2026-04-06 08:00:00,0.485,8,0,0,0,0.2945
MTR_0001,Zone_1,Rajajinagar,2026-04-06 09:00:00,0.447,9,0,0,0,0.29924999999999996
MTR_0001,Zone_1,Rajajinagar,2026-04-06 10:00:00,0.278,10,0,0,0,0.2999583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 11:00:00,0.261,11,0,0,0,0.3009583333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-06 12:00:00,0.307,12,0,0,0,0.3042916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-06 13:00:00,0.222,13,0,0,0,0.30283333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-06 14:00:00,0.302,14,0,0,0,0.30383333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-06 15:00:00,0.236,15,0,0,0,0.30345833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 16:00:00,0.305,16,0,0,0,0.30654166666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-06 17:00:00,0.27,17,0,0,0,0.30787499999999995
MTR_0001,Zone_1,Rajajinagar,2026-04-06 18:00:00,0.455,18,0,0,1,0.30795833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 19:00:00,0.433,19,0,0,1,0.30774999999999997
MTR_0001,Zone_1,Rajajinagar,2026-04-06 20:00:00,0.457,20,0,0,1,0.3070833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-06 21:00:00,0.498,21,0,0,1,0.31174999999999997
MTR_0001,Zone_1,Rajajinagar,2026-04-06 22:00:00,0.52,22,0,0,1,0.316625
MTR_0001,Zone_1,Rajajinagar,2026-04-06 23:00:00,0.301,23,0,0,0,0.317
MTR_0001,Zone_1,Rajajinagar,2026-04-07 00:00:00,0.209,0,1,0,0,0.321125
MTR_0001,Zone_1,Rajajinagar,2026-04-07 01:00:00,0.262,1,1,0,0,0.32333333333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-07 02:00:00,0.132,2,1,0,0,0.32008333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-07 03:00:00,0.137,3,1,0,0,0.31704166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 04:00:00,0.082,4,1,0,0,0.316
MTR_0001,Zone_1,Rajajinagar,2026-04-07 05:00:00,0.201,5,1,0,0,0.318125
MTR_0001,Zone_1,Rajajinagar,2026-04-07 06:00:00,0.467,6,1,0,0,0.32154166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 07:00:00,0.368,7,1,0,0,0.318125
MTR_0001,Zone_1,Rajajinagar,2026-04-07 08:00:00,0.436,8,1,0,0,0.3160833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-07 09:00:00,0.463,9,1,0,0,0.31675000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-07 10:00:00,0.288,10,1,0,0,0.31716666666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-07 11:00:00,0.316,11,1,0,0,0.31945833333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-07 12:00:00,0.285,12,1,0,0,0.31854166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 13:00:00,0.222,13,1,0,0,0.31854166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 14:00:00,0.325,14,1,0,0,0.3195
MTR_0001,Zone_1,Rajajinagar,2026-04-07 15:00:00,0.337,15,1,0,0,0.3237083333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-07 16:00:00,0.311,16,1,0,0,0.32395833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-07 17:00:00,0.234,17,1,0,0,0.32245833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-07 18:00:00,0.439,18,1,0,1,0.3217916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 19:00:00,0.422,19,1,0,1,0.32133333333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-07 20:00:00,0.508,20,1,0,1,0.32345833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-07 21:00:00,0.53,21,1,0,1,0.3247916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-07 22:00:00,0.492,22,1,0,1,0.323625
MTR_0001,Zone_1,Rajajinagar,2026-04-07 23:00:00,0.32,23,1,0,0,0.32441666666666663
MTR_0001,Zone_1,Rajajinagar,2026-04-08 00:00:00,0.097,0,2,0,0,0.31975000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-08 01:00:00,0.143,1,2,0,0,0.31479166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-08 02:00:00,0.074,2,2,0,0,0.312375
MTR_0001,Zone_1,Rajajinagar,2026-04-08 03:00:00,0.101,3,2,0,0,0.31087499999999996
MTR_0001,Zone_1,Rajajinagar,2026-04-08 04:00:00,0.176,4,2,0,0,0.31479166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-08 05:00:00,0.125,5,2,0,0,0.311625
MTR_0001,Zone_1,Rajajinagar,2026-04-08 06:00:00,0.432,6,2,0,0,0.31016666666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-08 07:00:00,0.402,7,2,0,0,0.3115833333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-08 08:00:00,0.501,8,2,0,0,0.3142916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-08 09:00:00,0.382,9,2,0,0,0.3109166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-08 10:00:00,0.193,10,2,0,0,0.30695833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-08 11:00:00,0.255,11,2,0,0,0.30441666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-08 12:00:00,0.213,12,2,0,0,0.30141666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-08 13:00:00,0.301,13,2,0,0,0.30470833333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-08 14:00:00,0.259,14,2,0,0,0.30195833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-08 15:00:00,0.25,15,2,0,0,0.29833333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-08 16:00:00,0.251,16,2,0,0,0.29583333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-08 17:00:00,0.29,17,2,0,0,0.29816666666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-08 18:00:00,0.417,18,2,0,1,0.29724999999999996
MTR_0001,Zone_1,Rajajinagar,2026-04-08 19:00:00,0.473,19,2,0,1,0.299375
MTR_0001,Zone_1,Rajajinagar,2026-04-08 20:00:00,0.485,20,2,0,1,0.29841666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-08 21:00:00,0.422,21,2,0,1,0.29391666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-08 22:00:00,0.396,22,2,0,1,0.28991666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-08 23:00:00,0.233,23,2,0,0,0.28629166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 00:00:00,0.168,0,3,0,0,0.28925
MTR_0001,Zone_1,Rajajinagar,2026-04-09 01:00:00,0.14,1,3,0,0,0.289125
MTR_0001,Zone_1,Rajajinagar,2026-04-09 02:00:00,0.164,2,3,0,0,0.292875
MTR_0001,Zone_1,Rajajinagar,2026-04-09 03:00:00,0.216,3,3,0,0,0.2976666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 04:00:00,0.146,4,3,0,0,0.29641666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-09 05:00:00,0.099,5,3,0,0,0.29533333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-09 06:00:00,0.425,6,3,0,0,0.29504166666666665
MTR_0001,Zone_1,Rajajinagar,2026-04-09 07:00:00,0.38,7,3,0,0,0.29412499999999997
MTR_0001,Zone_1,Rajajinagar,2026-04-09 08:00:00,0.417,8,3,0,0,0.290625
MTR_0001,Zone_1,Rajajinagar,2026-04-09 09:00:00,0.426,9,3,0,0,0.2924583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-09 10:00:00,0.213,10,3,0,0,0.2932916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 11:00:00,0.319,11,3,0,0,0.2959583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-09 12:00:00,0.298,12,3,0,0,0.2995
MTR_0001,Zone_1,Rajajinagar,2026-04-09 13:00:00,0.229,13,3,0,0,0.2965
MTR_0001,Zone_1,Rajajinagar,2026-04-09 14:00:00,0.271,14,3,0,0,0.297
MTR_0001,Zone_1,Rajajinagar,2026-04-09 15:00:00,0.268,15,3,0,0,0.29775
MTR_0001,Zone_1,Rajajinagar,2026-04-09 16:00:00,0.258,16,3,0,0,0.2980416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 17:00:00,0.296,17,3,0,0,0.2982916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 18:00:00,0.503,18,3,0,1,0.301875
MTR_0001,Zone_1,Rajajinagar,2026-04-09 19:00:00,0.438,19,3,0,1,0.3004166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 20:00:00,0.498,20,3,0,1,0.3009583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-09 21:00:00,0.483,21,3,0,1,0.30350000000000005
MTR_0001,Zone_1,Rajajinagar,2026-04-09 22:00:00,0.448,22,3,0,1,0.3056666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-09 23:00:00,0.265,23,3,0,0,0.307
MTR_0001,Zone_1,Rajajinagar,2026-04-10 00:00:00,0.084,0,4,0,0,0.3035
MTR_0001,Zone_1,Rajajinagar,2026-04-10 01:00:00,0.068,1,4,0,0,0.3005
MTR_0001,Zone_1,Rajajinagar,2026-04-10 02:00:00,0.143,2,4,0,0,0.29962500000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-10 03:00:00,0.097,3,4,0,0,0.2946666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 04:00:00,0.134,4,4,0,0,0.2941666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 05:00:00,0.112,5,4,0,0,0.29470833333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-10 06:00:00,0.297,6,4,0,0,0.289375
MTR_0001,Zone_1,Rajajinagar,2026-04-10 07:00:00,0.394,7,4,0,0,0.2899583333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-10 08:00:00,0.359,8,4,0,0,0.28754166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-10 09:00:00,0.381,9,4,0,0,0.2856666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 10:00:00,0.216,10,4,0,0,0.28579166666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 11:00:00,0.242,11,4,0,0,0.28258333333333335
MTR_0001,Zone_1,Rajajinagar,2026-04-10 12:00:00,0.327,12,4,0,0,0.28379166666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-10 13:00:00,0.263,13,4,0,0,0.28520833333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-10 14:00:00,0.282,14,4,0,0,0.2856666666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 15:00:00,0.199,15,4,0,0,0.28279166666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-10 16:00:00,0.365,16,4,0,0,0.28725
MTR_0001,Zone_1,Rajajinagar,2026-04-10 17:00:00,0.34,17,4,0,0,0.28908333333333336
MTR_0001,Zone_1,Rajajinagar,2026-04-10 18:00:00,0.5,18,4,0,1,0.2889583333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-10 19:00:00,0.475,19,4,0,1,0.2905
MTR_0001,Zone_1,Rajajinagar,2026-04-10 20:00:00,0.439,20,4,0,1,0.2880416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-10 21:00:00,0.458,21,4,0,1,0.287
MTR_0001,Zone_1,Rajajinagar,2026-04-10 22:00:00,0.485,22,4,0,1,0.28854166666666664
MTR_0001,Zone_1,Rajajinagar,2026-04-10 23:00:00,0.228,23,4,0,0,0.287
MTR_0001,Zone_1,Rajajinagar,2026-04-11 00:00:00,0.116,0,5,1,0,0.28833333333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-11 01:00:00,0.06,1,5,1,0,0.28800000000000003
MTR_0001,Zone_1,Rajajinagar,2026-04-11 02:00:00,0.101,2,5,1,0,0.28625
MTR_0001,Zone_1,Rajajinagar,2026-04-11 03:00:00,0.211,3,5,1,0,0.291
MTR_0001,Zone_1,Rajajinagar,2026-04-11 04:00:00,0.121,4,5,1,0,0.2904583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-11 05:00:00,0.122,5,5,1,0,0.290875
MTR_0001,Zone_1,Rajajinagar,2026-04-11 06:00:00,0.392,6,5,1,0,0.29483333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-11 07:00:00,0.304,7,5,1,0,0.2910833333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-11 08:00:00,0.42,8,5,1,0,0.29362499999999997
MTR_0001,Zone_1,Rajajinagar,2026-04-11 09:00:00,0.435,9,5,1,0,0.295875
MTR_0001,Zone_1,Rajajinagar,2026-04-11 10:00:00,0.274,10,5,1,0,0.2982916666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-11 11:00:00,0.332,11,5,1,0,0.3020416666666667
MTR_0001,Zone_1,Rajajinagar,2026-04-11 12:00:00,0.197,12,5,1,0,0.296625
MTR_0001,Zone_1,Rajajinagar,2026-04-11 13:00:00,0.34,13,5,1,0,0.29983333333333334
MTR_0001,Zone_1,Rajajinagar,2026-04-11 14:00:00,0.224,14,5,1,0,0.29741666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-11 15:00:00,0.199,15,5,1,0,0.29741666666666666
MTR_0001,Zone_1,Rajajinagar,2026-04-11 16:00:00,0.246,16,5,1,0,0.2924583333333333
MTR_0001,Zone_1,Rajajinagar,2026-04-11 17:00:00,0.342,17,5,1,0,0.29254166666666664
